Region,ID,Classification,Metro,Address,Facility,Data Center,Contact,Location (Relative to Airport),Colocation Gross SQ FT,Colocation Gross SQ M,Building Type,Parking,Floor Type,Floor Load Capacity,Flood Plain Info,Rating Range,Seismic Design Category,Fire Suppression,Power and Cooling Density,Utility Feeders,UPS Configuration,UPS Redundancy,Standby Power Configuration,Standby Power Redundancy,Cooling Configuration,Cooling Redundancy,Security (Physical),Security (Human),Security (Electronic),Amenities,Products and Services (Colocation ),Products and Services (Interconnection),Products and Services (Services),Products and Services (Packaged Solutions),Certifications,Green By Design,Reliability
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna","Cloud Exchange, Internet Exchange, Equinix Connect, Metro Connect, Cross Connects, Campus Cross Connect",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS","SS 564 Part 1: 2013 SG Standards for Green DCs, LEED Gold (pending), Granular temperature monitoring, Optimized lighting controls, 356 kWp solar power purchase agreement",

APAC,SY1,IBX+,Sydney,"Unit B, 639 Gardeners Road
Mascot, Sydney
NSW 2020
Australia",,x,"Support: +1.800.172.417 (Australia)
or +61.3.8820.5505 (international calls)
Email: ServiceDesk@equinix.com",1.4 miles (2.2 km) from Sydney Airport (SYD),"33,234","3,088","1-story, pre-cast reinforced
concrete",Adjacent to building (no charge),Raised,261 psf (12.5 kN/m2),N/A,,NA,"(VESDA)
Double-Interlock pre-action sprinkler   (dry pipe)",2.0 kVA per cabinet,2,Block Redundant,N+1,"4 x 2,250 kVA Diesel Generators",N+1,CRAC Units and water-cooled centrifugal chillers,"N+1 (on chillers) and 
N+20% (on CRAC units)",Man Trap Entry,24x7 Security officers,"Biometric Readers (in common areas), Biometric Readers (optional), PIN + Card Readers, CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, DC Power Circuits, IBXflex Office and Storage, Antenna","Cloud Exchange, Internet Exchange, Equinix Connect, Cross Connects, Campus Cross Connect",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS","Granular temperature monitoring, Optimized lighting controls",

APAC,SY2,IBX+,Sydney,"Unit C, 639 Gardeners Road
Mascot, Sydney
NSW 2020
Australia",,x,"Support: +1.800.172.417 (Australia)
or +61.3.8820.5505 (international calls)
Email: ServiceDesk@equinix.com",1.4 miles (2.2 km) from Sydney Airport (SYD),"17,068","1,586","1-story, pre-cast reinforced
concrete",Adjacent to building (no charge),Raised,449 psf (21.5 kN/m2),N/A,,NA,"(VESDA)
Double-Interlock
pre-action sprinkler   (dry pipe)",2.0 - 4.0 kVA per cabinet,NA,Block Redundant,N+1,"3 x 3,000 kVA Diesel Generators",N+1,Water-cooled centrifugal chillers and air handling units,N+1,Man Trap Entry,Security officers 8am25pm,"Biometric Readers (in common areas), Biometric Readers (optional), PIN + Card Readers, CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna","Cloud Exchange, Internet Exchange, Equinix Connect, Cross Connects, Campus Cross Connect",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS","Granular temperature monitoring, Optimized lighting controls",

APAC,SY3,IBX+,Sydney,"47 Bourke Road
Alexandria, Sydney
NSW 2015
Australia",x,x,"Support: +1.800.172.417 (Australia)
or +61.3.8820.5505 (international calls)
Email: ServiceDesk@equinix.com",3.7 miles (5.9 km) from Sydney International Airport (SYD),"74,209","6,894","2-story, pre-cast reinforced
concrete",Adjacent to building (no charge),Raised,647 psf (30.98 kN/m2),N/A,,NA,"(VESDA); Smoke
and heat detectors
Double-Interlock
pre-action sprinklers (dry pipe)",3.0 - 5.0 kVA per cabinet,2,Block Redundant,N+1,"10 x 2,250 kVA Diesel Generators",N+1,CRAC Units and water-cooled centrifugal chillers,"N+1 (on chillers) and 
N+25% (on CRAC units)",Man Trap Entry,24x7 security officers,"Biometric Readers (in common areas), Biometric Readers (optional), PIN + Card Readers, CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna","Cloud Exchange, Internet Exchange, Equinix Connect, Cross Connects, Campus Cross Connect",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS","LEED Gold, Granular temperature monitoring, Optimized lighting controls",

APAC,TY1,IBX+,Tokyo,"TRC - C Building B Block
4F 5-1 Heiwajima 6-Chome
Ota-Ku
Tokyo, Japan
143-0006",x,x,"Support: 0066.3384.0073 (Japan)
or +81.3.4520.8118 (international calls)
Email: ServiceDesk.JP@equinix.com",2 miles (3.2 km) from Haneda International Airport (HND),"22,733","2,112","5-story, structural steel and
reinforced concrete structure, with shear
walls","Building parking (no charge) and
street parking (for fee)",Raised,250 psf (11.97 kN/m2),N/A,,NA,"(VESDA); Smoke and
heat detectors
 Zoned, NN100
gaseous based fire extinguishing",2.0 - 6.0 kVA per cabinet,3,Multi-module system as an isolated-block redundant,N+1,"3 x 3,000 kVA Diesel Generators",N+1,"Split-System, Direct Expansion, Air-cooled, DX CRAC Units",N+20%,"Man Trap Entry,  perimeter
fence and gate",24x7 security officers,"Biometric Readers (in common areas), Biometric Readers (optional), PIN + Card Readers, CCTV and Recorders","Breakroom
Loaner Tools
Crash Carts
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, DC Power Circuits, IBXflex Office and Storage, Antenna","Cloud Exchange, Internet Exchange, Equinix Connect, Metro Connect, Cross Connects",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001","Granular temperature monitoring, Optimized lighting controls",

APAC,TY2,IBX+,Tokyo,"3-8-21 Higashi Shinagawa
Shinagawa-ku
Tokyo, Japan
140-0002",x,x,"Support: 0066.3384.0073 (Japan)
or +81.3.4520.8118 (international calls)
Email: ServiceDesk.JP@equinix.com",8.6 miles (13.8 km) from Haneda International Airport (HND); 0.6 miles (0.9 km) from Tennozu isle station;  1.1 miles (1.8 km) from Shinagawa station,"22,301","2,072","7-story, structural steel and
reinforced concrete structure","Building parking (no charge) and
street parking (for fee)",Raised,409 psf (19.58 kN/m2),N/A,,NA,"(VESDA); Smoke and
heat detectors
 Inergen gas",2.0 - 6.0 kVA per cabinet,3,Block Redundant or Parallel Redundant (depending on Phase),N+2,"4 x 2,000 kVA Diesel Generators",N+1,"Split-System, Direct Expansion, Air-cooled, DX CRAC Units",,"Man Trap Entry,  perimeter
fence and gate",24x7 security officers,"Biometric Readers (in common areas), Biometric Readers (optional), PIN + Card Readers, CCTV and Recorders","Breakroom
Loaner Tools
Crash Carts
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, DC Power Circuits,  Antenna","Cloud Exchange, Internet Exchange, Equinix Connect, Metro Connect, Cross Connects",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001","Granular temperature monitoring, Optimized lighting controls",

APAC,TY3,IBX+,Tokyo,"1-9-20, Edagawa,
Koto-ku, Tokyo, Japan
135-0051",x,x,"Support: 0066.3384.0073 (Japan)
or +81.3.4520.8118 (international calls)
Email: ServiceDesk.JP@equinix.com",10.7 miles (17.2 km) from Haneda International Airport (HND),"31,502","2,927","6-story, structural steel and 
reinforced concrete structure","Adjacent to building (for fee) and
street parking (for fee)",Raised,150 psf (7.18 kN/m2),N/A,,NA,"(VESDA), Smoke and
heat detectors
 Nitrogen Gas
Suppression",2.0 - 6.0 kVA per cabinet,2,Block Redundant,N+1,"2 x 4,500 kVA Diesel Generators",N+1,"Split-System, Direct Expansion, Air-cooled, DX CRAC Units",N+20%,Man Trap Entry,24x7 security officers,"Biometric Readers (in common areas), Biometric Readers (optional), PIN + Card Readers, CCTV and Recorders","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, DC Power Circuits, IBXflex Office and Storage, Antenna","Cloud Exchange, Internet Exchange, Equinix Connect, Metro Connect, Cross Connects, Campus Cross Connect",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS","Granular temperature monitoring and cold aisle containment, Optimized lighting controls",

APAC,TY4,IBX+,Tokyo,"North Tower,
Otematchi Financial City
Otemachi, 1-9-5,
Chiyoda-ku,Tokyo
100-0004",,x,"Support: 0066.3384.0073 (Japan)
or +81.3.4520.8118 (international calls)
Email: ServiceDesk.JP@equinix.com",14 miles (22.5 km) from Haneda International Airport (HND),"27,685","2,572","35-story, structural steel and 
reinforced concrete structure","Adjacent to building (for fee) and
street parking (for fee)",Raised,375 psf (17.96 kN/m2),N/A,,NA,"(VESDA), Smoke and
heat detectors
 NN100 Gas
Suppression",2.0 - 6.0 kVA per cabinet,2,Block Redundant,N+1,"2 x 3,500 kVA Diesel Generators",N+1,"Split-System, Direct Expansion, Air-cooled, DX CRAC Units",N+20%,Man Trap Entry,24x7 security officers,"Biometric Readers (in common areas), Biometric Readers (optional), PIN + Card Readers, CCTV and Recorders","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, DC Power Circuits, IBXflex Office and Storage, Antenna","Cloud Exchange, Internet Exchange, Equinix Connect, Metro Connect, Cross Connects, Campus Cross Connect",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001","LEED Gold, Cold aisle containment, Optimized lighting controls",

APAC,TY6,IBX,Tokyo,"T Bldg., 2-2-43, Higashi-shinagawa, Shinagawa-ku, Tokyo, Japan 140-0002",,x,"03-6402-6970 (Phone - Japan)
Email: sales-jp@ap.equinix.com",13.5 km (8.4 miles) from Haneda International Airport (HND),"74,024","6,877","5-story, steel structure and seismically strengthened building",Private and Public Parking,Raised,307 psf (14.71 kN/mÃ‚Â_),N/A,,NA,"Fire detection: VESDA, fire alarm system with smoke detectors
Fire extinguishing systems
Fire Suppression: Nitrogen Extinguishing System","2.0kVA to 6.0 KVA
 per Cabinet",2,"Block Redundant
Parallel Redundant",N+1,625kVA Ãƒâ€” 2 & 1250kVA x 1 diesel generators; 3000kVA x 3 gas turbine generators,N,"Air conditioner N+1 configuration, DX CRAC units",N+20%,Man Trap Entry,24x7 security officers,"IC Card Reader, Continuous CCTV Recording (90-day archival)   ","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, Antenna, IBXflexTM Office and Storage","Cloud Exchange, Internet Exchange, Equinix Connect, Metro Connect, Cross Connects",Smart Hands,,ISO:9001,,

APAC,TY7,IBX,Tokyo,"T Bldg., 2-2-43, Higashi-shinagawa, Shinagawa-ku, Tokyo, Japan 140-0002",,x,"03-6402-6970 (Phone - Japan)
Fax:  03-3436-6775
Email: sales-jp@ap.equinix.com",13.5 km (8.4 miles) from Haneda International Airport (HND),"95,993","8,918","7-story building with colocation available on 4th, 5th and 6th floor, steel and earthquake resistant structure",Private and Public parking,Raised,307 psf (14.71 kN/mÃ‚Â_),N/A,,NA,"Fire detection: VESDA, fire alarm system with smoke detectors
Fire extinguishing systems
Fire Suppression: Nitrogen Extinguishing System","2.0kVA to 6.0 KVA 
per Cabinet",2,Block Redundant,N+1,3000kVA x 2 gas turbine generators,N,"Air conditioner N+1 configuration, DX CRAC units",N+20%,Man Trap Entry,24x7 security officers,"IC Card Reader, Continuous CCTV Recording (90-day archival) ","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, Antenna, IBXflexTM Office and Storage","Cloud Exchange, Internet Exchange, Equinix Connect, Metro Connect, Cross Connects",Smart Hands,,ISO:9001,,

APAC,TY8,IBX,Tokyo,"Harbor Premium II, 2-1-7, Higashi-shinagawa, Shinagawa-ku, Tokyo, Japan 140-0002",,x,"03-6402-6970 (Phone - Japan)
Fax:  03-3436-6775
Email: sales-jp@ap.equinix.com",13.5 km (8.4 miles) from Haneda International Airport (HND),"A-Building: 37,738  B-Building: 40,085   Total: 77,824","A-Building: 3,506
B-Building: 3,724
 
Total: 7,230","4-story, steel structure and seismically strengthened building",Private and Public parking,Raised,307 psf (14.71 kN/mÃ‚Â_),N/A,,NA,"Fire detection: VESDA, fire alarm system with smoke detectors
Fire extinguishing systems
Fire Suppression: Nitrogen Extinguishing System","4.0kVA to 6.0 KVA 
per Cabinet",2,Parallel Redundant,N+1,"A-Building: 3000kVA x 2 gas turbine generators
B-Building: 4500kVA x 2 gas turbine generators",N+1,"Air conditioner N+1 configuration, DX CRAC units",N+20%,Man Trap Entry,24x7 security officers,"IC Card Reader, Security Gate/Biometrics, Continuous CCTV Recording (90-day archival)   ","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, Antenna, IBXflexTM Office and Storage","Cloud Exchange, Internet Exchange, Equinix Connect, Metro Connect, Cross Connects",Smart Hands,,ISO:9001,,

APAC,TY9,IBX,Tokyo,"1-12-3, Suido, Bunkyo-ku, Tokyo, Japan 112-0005",,x,"03-6402-6970 (Phone - Japan)
Fax:  03-3436-6775
Email: sales-jp@ap.equinix.com",25.4 km (15.8 miles) from Haneda International Airport (HND),"173,214","16,092","7-story with 1 basement, steel and seismic isolation structure",Private and Public parking,Raised,411 psf (19.71 kN/mÃ‚Â_),N/A,,NA,"Fire detection: VESDA, fire alarm system with smoke detectors
Fire extinguishing systems
Fire Suppression: Nitrogen Extinguishing System","4.0kVA to 10kVA 
per Cabinet",2,Block Redundant,N+1,4500kVA x 4 gas Turbine Generators,N+1,"Air conditioner N+1 configuration, DX CRAC units",N+20%,"Perimeter Fencing, Man Trap Entry",24x7 security officers,IC Card Readers; Security Gate with Biometrics Readers; Continuous CCTV Recording (90-day archival (30-day for shared area)),"Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, Antenna, IBXflexTM Office and Storage","Cloud Exchange, Internet Exchange, Equinix Connect, Metro Connect, Cross Connects",Smart Hands,,ISO:9001,,

APAC,TY10,IBX,Tokyo,"1-12-3, Suido, Bunkyo-ku, Tokyo, Japan 112-0005",,x,"03-6402-6970 (Phone - Japan)
Fax:  03-3436-6775
Email: sales-jp@ap.equinix.com",25.4 km (15.8 miles) from Haneda International Airport (HND),"79,535","7,389","4-story with 1 basement, steel and seismic isolation structure",Private and Public parking,Raised,307 psf (14.71 kN/mÃ‚Â_),N/A,,NA,"Fire detection: VESDA, fire alarm system with smoke detectors
Fire extinguishing systems
Fire Suppression: Nitrogen Extinguishing System","4.0kVA to 10kVA 
per Cabinet",2,Block Redundant,N+1,"4,500kVA x 4 Gas Turbine Generators",N+1,"Air conditioner N+1 configuration, DX CRAC units",N+20%,"Perimeter Fencing, Man Trap Entry",24x7 security officers,"IC Card Reader, Security Gate/ Biometrics, Continuous CCTV Recording (90-day archival)  
","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, Antenna, IBXflexTM Office and Storage","Cloud Exchange, Internet Exchange, Equinix Connect, Metro Connect, Cross Connects",Smart Hands,,ISO:9001,,

EMEA,AM1,IBX+,Amsterdam,"Luttenbergweg 4
1101 EC Amsterdam
The Netherlands",x,x,"Support: +31.20.808.0015 (globally)
Email: servicedesk.nl@eu.equinix.com",12.3 mi (19.8 km) to Amsterdam Schiphol Airport (AMS),"29,062","2,700","Concrete structure,
with bulletproof glass, concrete roofing",Adjacent to building (no charge),Slab,600 psf (28.73 kN/m2),N/A,,NA,"Fire Detection Two stages of fire
detection:
 Aspiration   VESDA -",4.0 - 8.0 kVA per cabinet,2,Distributed Redundant,N+1,"6 x 2,100 kVA Diesel Generators",N+1,Chillers and CRAC Units,N+1,Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders, Motion Detection ","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna, EU Business Suites","Cloud Exchange, Partner Internet Exchange (AMSIX, NLIX), Equinix Connect, Metro Connect, Cross Connects, Campus Cross Connect",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, OHSAS 18001, ISO 9001, ISO 50001",100% renewable energy through utility green program,

EMEA,AM2,IBX+,Amsterdam,"Luttenbergweg 4
1101 EC Amsterdam
The Netherlands",x,x,"Support: +31.20.808.0015 (globally)
Email: servicedesk.nl@eu.equinix.com",12.3 mi (19.8 km) to Amsterdam Schiphol Airport (AMS),"39,827","3,700","Concrete structure,
with bulletproof glass, concrete roofing",Adjacent to building (no charge),Slab,600 psf (28.73 kN/m2),N/A,,NA,"Fire Detection Two stages of fire
detection: Aspiration   VESDA",4.0 - 8.0 kVA per cabinet,2,Distributed Redundant,N+1,"6 x 2,800 kVA Diesel Generators",N+1,Chillers and CRAC Units,"N+1 (on chillers) and 
N+2 (on CRAC units)",Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna, EU Business Suites","Cloud Exchange, Partner Internet Exchange (AMSIX, NLIX), Equinix Connect, Metro Connect, Cross Connects, Campus Cross Connect",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, OHSAS 18001, ISO 9001, ISO 50001",100% renewable energy through utility green program,

EMEA,AM3,IBX+,Amsterdam,"Science Park 610
1098 XH Amsterdam
Netherlands",x,x,"Support: +31.20.808.0015 (globally)
Email: servicedesk.nl@eu.equinix.com",12.3 mi (19.7 km) to Amsterdam Schiphol Airport (AMS),"68,889","6,400","Concrete and steel structure, concrete roofing",Adjacent to building (no charge),Slab,600 psf (28.73 kN/m2),N/A,,NA,"Fire Detection Two stages of fire
detection:
 Aspiration   VESDA on on a head per head
basis",4.0 - 8.0 kVA per cabinet,2,Distributed Redundant,N+1,"10 x 3,250 kVA Diesel Generators",N+1,Geothermal Cooling,"N+1 (on cooling system) and 
N + 20% (on CRAC units)",Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna","Cloud Exchange, Partner Internet Exchange (AMSIX, NLIX), Equinix Connect, Metro Connect, Cross Connects",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, OHSAS 18001, ISO 9001, ISO 50001","Aquifer Thermal Energy Storage (ATES), 100% renewable energy through utility green program, green roof, 28.8 kWp rooftop solar panel installation",

EMEA,DX1 & DX2,IBX,Dubai,"International Media Production Zone (IMPZ)
Units F90, F91, F92
Sheikh Mohammed Bin Zayed Road
Dubai
United Arab Emirates 500389",,x,"Support: +971.8000.4440837 (UAE)
or +44.845.3732999 (international calls)
Email: ServiceDesk.AE@eu.equinix.com",24 mi (38 km) to Dubai International Airport (DXB),"19,332","1,796","Steel frame with in situ
concrete slabs",Adjacent to building (no charge),Raised,1000 psf (47.88 kN/m2),N/A,,NA,"Multiple zoned aspiration  , addressable analogue
point detection  , gas based suppression   with localized operation.",3.0 - 6.0 kVA per cabinet,6 (at full build)now??,Distributed Redundant,N+1,"4 x 1,600 kVA Diesel Generators",N+1,Chillers and CRAC Units,N+1,Man Trap Entry,24x7 security officers,"Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, DC Power Circuits,  Antenna","Cloud Exchange, Cross Connects",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, ISO 9001-2008",,

EMEA,DU1,IBX,DÃ_sseldorf,"Albertstrasse 27
40233 DÃ_sseldorf
Germany",x,x,"Support: +49.1805.049.555 (globally)
Email: servicedesk.de@eu.equinix.com",7.7 mi (12.5 km) to DÃƒÂ_sseldorf International Airport (DUS),"34,445","3,200",Concrete and steel frame reinforcing external walls,Adjacent to building (no charge),Raised,156 psf (7.47 kN/m2),N/A,,NA,"Double interlocked,
VESDA, Hi-Fog suppression, optical
fire detectors",4.0 kVA per cabinet,2,2N,2N,"3 x 1,750 kVA Diesel Generators",N,Centrifugal chillers,N+1,Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, DC Power Circuits, IBXflex Office and Storage, Antenna, Business Continuity Service","Equinix Connect, Metro Connect, Cross Connects",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, ISO 9001-2008",100% renewable energy through utility green program,

EMEA,EN1,IBX,Enschede,"Auke Vleerstraat 1
7521 PE Enschede
Netherlands",x,x,"Support: +31.20.808.0015 (globally)
Email: servicedesk.nl@eu.equinix.com",105 mi (169 km) to Amsterdam Schiphol Airport (AMS),"12,917","1,200","Concrete structure,
with bulletproof glass, concrete roofing",Adjacent to building (no charge),Raised,600 psf (28.73 kN/m2),N/A,,NA,Active oxygen reduction,3.0 - 6.0 kVA per cabinet,2,Distributed Redundant,N+1,"1 x 1,100 kVA and 1 x 1,600 kVA Diesel Generators",N+1,Chillers and CRAC Units,"N+1 (on chillers) and 
N+2 (on CRAC units)",Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, Antenna, EU Business Suites","Internet Exchange, Equinix Connect, Metro Connect, Cross Connects",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, OHSAS 18001, ISO 9001-2008",100% renewable energy through utility green program,

EMEA,FR1,IBX,Frankfurt,"Taubenstrasse 7 - 9
60313 Frankfurt am Main
Germany",x,x,"Support: +49.1805.049.555 (globally)
Email: servicedesk.de@eu.equinix.com",13.4 mi (21.6 km) to Frankfurt Main Airport (FRA),"18,546","1,723",Concrete and steel frame reinforcing external walls,Adjacent to building (for fee),Raised,104 psf (4.98 kN/m2),N/A,,NA,"Double-Interlocked, pre-action dry pipe (VESDA), Optical fire detectors",1.0 - 3.0 kVA per cabinet,2,Distributed Redundant,N+1,4 x 450 kVA Diesel Generators,N,Centrifugal chillers,N?,"Man Trap Entry,  Exterior Fencing, Vehicular
Barrier, Car Trap",24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, DC Power Circuits, IBXflex Office and Storage, Antenna","Cloud Exchange, Metro Connect, Cross Connects",,,"ISO 27001, PCI-DSS, FACT, ISO 9001-2008",100% renewable energy through utility green program,

EMEA,FR2,IBX+,Frankfurt,"Kruppstrasse 121-127
60388 Frankfurt
Germany",x,x,"Support: +49.1805.049.555 (globally)
Email: servicedesk.de@eu.equinix.com",14 mi (22.7 km) to Frankfurt Main Airport (FRA),"244,394","22,705","Concrete with steel-cladded
external walls",Adjacent to building (no charge),Raised,156 psf (7.47 kN/m2),N/A,,NA,"VESDA, fire suppression Argon, optical fire detectors",3.0 - 6.0 kVA per cabinet,2,Distributed Redundant,N+1,Qty?? x Size(s)?? kVA Diesel Generators,N+1,Screw compressor and turbo compressor chillers,N?,Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, DC Power Circuits, IBXflex Office and Storage, Antenna, EU Business Suites, Business Continuity Service","Cloud Exchange, Equinix Connect, Metro Connect, Cross Connects",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, ISO 9001-2008",100% renewable energy through utility green program,

EMEA,FR3,BCTR Only,Frankfurt,"Starkenburgstrasse 12
64546 Moerfelden
Germany",x,x,"Support: +49.1805.049.555 (globally)
Email: servicedesk.de@eu.equinix.com",6.6 mi (10.7 km) to Frankfurt Main Airport (FRA),,,Concrete and steel frame reinforcing external walls,Adjacent to building (no charge),Raised,208 psf (9.96 kN/m2),N/A,,NA,"Optical fire detectors,
double-interlocked, pre-action (dry pipe)
VESDA",BCTR Only,NA,,N,3 x ??? kVA Diesel Generators,N+1,Chillers and air conditioning units,N+1,Man Trap Entry,8am - 6pm Security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","IBXflex Office and Storage, Antenna, EU Business Suites, Business Continuity for Trading Rooms","Equinix Connect, Metro Connect, Cross Connects",,,ISO 9001-2008,100% renewable energy through utility green program,

EMEA,FR4,IBX+,Frankfurt,"LÃƒÂ_rchenstrasse 110
65933 Frankfurt- Griesheim
Germany",x,x,"Support: +49.1805.049.555 (globally)
Email: servicedesk.de@eu.equinix.com",13.4 mi (21.6 km) to Frankfurt Main Airport (FRA),"91,526","8,503","Outwall made of stone with
steel plate cladding",Adjacent to building (no charge),Raised,208 psf (9.96 kN/m2),N/A,,NA,"Optical fire detectors,
double-interlocked, pre-action (dry pipe)
VESDA",3.0 - 6.0 kVA per cabinet,2,Distributed Redundant (2N upon request),N+1 (2N upon request),"8 x 1,600 kVA Diesel Generators",N+1 (2N upon request),Centrifugal chillers,N?,Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna, EU Business Suites, Business Continuity Service","Cloud Exchange, Equinix Connect, Metro Connect, Cross Connects,  Campus Cross Connect",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, ISO 9001-2008",100% renewable energy through utility green program,

EMEA,FR5,IBX,Frankfurt,"Kleyerstrasse  90
60326 Frankfurt
Germany",x,x,"Support: +49.1805.049.555 (globally)
Email: servicedesk.de@eu.equinix.com",8.1 mi (13 km) to Frankfurt Main Airport (FRA),"34,336","3,190",Concrete structure,Adjacent to building (no charge),Raised,1000 psf (47.88 kN/m2),N/A,,NA,"Multiple zoned
aspiration   (FM 200 & Novec 1230)",1.0 - 3.0 kVA per cabinet,NA,Distributed Redundant,N?,7 x Size(s)?? kVA Diesel Generators,N?,??,N+1,Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
